rank	char	sound_code	aux_code	input_code	delimited_input	weight
3640	磐	po	f	pof	po;f	53
3641	渝	yj	w	yjw	yj;w	180
3642	冗	rq	e	rqe	rq;e	100
3643	闵	mm	y	mmy	mm;y	119
3644	噶	gy	l	gyl	gy;l	429
3645	黏	nc	i	nci	nc;i	424
3646	蕃	fo	y	foy	fo;y	178
3647	弼	bn	i	bni	bn;i	40
3648	驿	yn	e	yne	yn;e	138
3649	淄	zn	l	znl	zn;l	5
3650	饺	jr	i	jri	jr;i	122
3651	踞	jj	v	jjv	jj;v	54
3652	韬	ta	z	taz	ta;z	102
3653	婷	tl	u	tlu	tl;u	139
3654	唆	su	z	suz	su;z	28
3655	蜒	yo	n	yon	yo;n	5
3656	偎	wp	n	wpn	wp;n	8
3657	榨	iy	s	iys	iy;s	467
3658	漉	lj	i	lji	lj;i	15
3659	碉	dr	a	dra	dr;a	27
3660	皈	gk	a	gka	gk;a	4
3661	矜	jm	u	jmu	jm;u	68
3662	笈	jn	f	jnf	jn;f	36
3663	枷	jw	s	jws	jw;s	117
3664	鲨	uy	n	uyn	uy;n	604
3665	蹑	nv	y	nvy	nv;y	24
3666	瀚	ho	n	hon	ho;n	44
3667	酪	la	e	lae	la;e	30
3668	谑	xf	i	xfi	xf;i	29
3669	癖	pn	c	pnc	pn;c	301
3670	烬	jm	t	jmt	jm;t	93
3671	揩	kx	r	kxr	kx;r	146
3672	炙	in	u	inu	in;u	156
3673	蜷	qh	e	qhe	qh;e	56
3674	侏	ij	r	ijr	ij;r	4
3675	凋	dr	k	drk	dr;k	95
3676	漪	yn	q	ynq	yn;q	11
3677	悻	xl	g	xlg	xl;g	2
3678	蹋	ty	v	tyv	ty;v	27
3679	讪	uo	t	uot	uo;t	30
3680	搐	vj	p	vjp	vj;p	2
3681	碘	dc	v	dcv	dc;v	1109
3682	帛	bu	e	bue	bu;e	110
3683	诠	qh	r	qhr	qh;r	31
3684	碾	nc	j	ncj	nc;j	356
3685	擂	lp	w	lpw	lp;w	58
3686	苯	bz	k	bzk	bz;k	991
3687	诃	he	k	hek	he;k	30
3688	铎	du	a	dua	du;a	105
3689	戊	wj	f	wjf	wj;f	475
3690	荀	xd	w	xdw	xd;w	157
3691	驹	jj	m	jjm	jj;m	54
3692	攫	jf	r	jfr	jf;r	29
3693	憬	jl	a	jla	jl;a	11
3694	哽	gi	z	giz	gi;z	11
3695	踵	iq	n	iqn	iq;n	42
3696	蟒	ms	i	msi	ms;i	123
3697	漾	ys	g	ysg	ys;g	111
3698	啧	ze	r	zer	ze;r	434
3699	吮	ud	o	udo	ud;o	64
3700	楠	no	r	nor	no;r	166
3701	氟	fj	u	fju	fj;u	825
3702	怂	sq	r	sqr	sq;r	1873
3703	叼	dr	q	drq	dr;q	879
3704	竣	jd	e	jde	jd;e	9
3705	偕	xv	x	xvx	xv;x	124
3706	漩	xh	w	xhw	xh;w	29
3707	蹭	ci	f	cif	ci;f	3749
3708	翌	yn	z	ynz	yn;z	16
3709	臆	yn	l	ynl	yn;l	18
3710	挝	wu	g	wug	wu;g	12
3711	绚	xh	z	xhz	xh;z	19
3712	崽	zx	l	zxl	zx;l	822
3713	糜	mn	l	mnl	mn;l	91
3714	瘢	bo	n	bon	bo;n	2
3715	跤	jr	k	jrk	jr;k	148
3716	阑	lo	p	lop	lo;p	89
3717	恬	tc	j	tcj	tc;j	23
3718	豢	hh	r	hhr	hh;r	40
3719	汶	wz	v	wzv	wz;v	27
3720	跷	qr	w	qrw	qr;w	23
3721	琵	pn	m	pnm	pn;m	19
3722	憨	ho	y	hoy	ho;y	452
3723	蜗	wu	l	wul	wu;l	16
3724	螅	xn	w	xnw	xn;w	1
3725	惴	ik	r	ikr	ik;r	1
3726	戟	jn	b	jnb	jn;b	309
3727	匮	kk	s	kks	kk;s	109
3728	恙	ys	f	ysf	ys;f	9
3729	抿	mm	o	mmo	mm;o	364
3730	桢	iz	g	izg	iz;g	22
3731	笺	jc	g	jcg	jc;g	137
3732	蛤	hy	r	hyr	hy;r	334
3733	瞳	tq	g	tqg	tq;g	132
3735	瓢	pr	a	pra	pr;a	230
3737	秤	vi	e	vie	vi;e	452
3738	跺	du	c	duc	du;c	157
3739	潦	lr	q	lrq	lr;q	41
3740	芹	qm	w	qmw	qm;w	42
3741	哒	dy	w	dyw	dy;w	3240
3742	饬	vn	b	vnb	vn;b	23
3743	栩	xj	y	xjy	xj;y	64
3744	曦	xn	c	xnc	xn;c	214
3745	骷	kj	f	kjf	kj;f	17
3746	嫡	dn	x	dnx	dn;x	158
3747	卤	lj	t	ljt	lj;t	860
3748	丕	pn	g	png	pn;g	197
3749	鬓	bm	y	bmy	bm;y	116
3750	梓	zn	s	zns	zn;s	103
3751	嗖	st	y	sty	st;y	137
3752	惦	dc	z	dcz	dc;z	8
3753	浚	jd	r	jdr	jd;r	60
3754	咔	ky	g	kyg	ky;g	452
3755	藐	mr	o	mro	mr;o	18
3756	荃	qh	z	qhz	qh;z	32
3757	唧	jn	h	jnh	jn;h	35
3758	玺	xn	m	xnm	xn;m	238
3759	汛	xd	z	xdz	xd;z	7
3760	铐	ka	z	kaz	ka;z	58
3762	渤	bu	n	bun	bu;n	34
3763	皿	mm	p	mmp	mm;p	466
3764	箍	gj	c	gjc	gj;c	269
3765	馅	xc	o	xco	xc;o	720
3766	汾	fz	w	fzw	fz;w	134
3767	戍	uj	n	ujn	uj;n	133
3768	痔	in	t	int	in;t	63
3769	褶	ie	w	iew	ie;w	140
3770	聆	ll	g	llg	ll;g	67
3771	涎	xc	i	xci	xc;i	26
3772	汞	gq	x	gqx	gq;x	541
3773	渍	zn	w	znw	zn;w	260
3774	奂	hh	z	hhz	hh;z	17
3775	巅	dc	g	dcg	dc;g	43
3776	疣	yt	y	yty	yt;y	164
3777	傩	nu	f	nuf	nu;f	128
3778	逵	kk	c	kkc	kk;c	28
3779	耆	qn	m	qnm	qn;m	17
3780	蟋	xn	g	xng	xn;g	2
3781	鳄	ee	q	eeq	ee;q	230
3782	讹	ee	p	eep	ee;p	516
3783	膺	yl	t	ylt	yl;t	36
3784	蹿	ch	y	chy	ch;y	254
3785	筏	fy	z	fyz	fy;z	26
3786	釜	fj	q	fjq	fj;q	598
3787	沂	yn	s	yns	yn;s	22
3788	坯	pn	f	pnf	pn;f	47
3789	峦	lh	x	lhx	lh;x	12
3790	茬	vy	m	vym	vy;m	325
3791	摒	bl	u	blu	bl;u	10
3792	蟀	ul	x	ulx	ul;x	3
3793	撵	nc	k	nck	nc;k	338
3794	浒	hj	y	hjy	hj;y	2
3794	浒	xj	y	xjy	xj;y	2
3795	缤	bm	i	bmi	bm;i	21
3797	珑	lq	e	lqe	lq;e	122
3798	苞	ba	k	bak	ba;k	67
3799	瑾	jm	x	jmx	jm;x	83
3800	泵	bi	z	biz	bi;z	863
3801	钾	jw	g	jwg	jw;g	930
3802	暧	an	s	ans	an;s	39
3803	赓	gi	m	gim	gi;m	7
3804	叟	st	o	sto	st;o	118
3805	佚	yn	w	ynw	yn;w	58
3806	沓	dy	m	dym	dy;m	48
3806	沓	ty	m	tym	ty;m	48
3807	撂	lr	u	lru	lr;u	198
3808	蛊	gj	n	gjn	gj;n	277
3809	甥	ui	c	uic	ui;c	36
3810	璐	lj	u	lju	lj;u	66
3811	晏	yo	h	yoh	yo;h	170
3812	瘪	bv	k	bvk	bv;k	299
3813	漳	is	c	isc	is;c	29
3814	阉	yo	u	you	yo;u	97
3815	蹂	rt	y	rty	rt;y	6
3816	鳃	sx	m	sxm	sx;m	240
3817	琏	lc	l	lcl	lc;l	27
3818	湃	px	r	pxr	px;r	36
3819	辘	lj	q	ljq	lj;q	4
3820	僭	jc	s	jcs	jc;s	275
3821	躏	lm	w	lmw	lm;w	5
3822	鼾	ho	x	hox	ho;x	18
3823	懵	mi	m	mim	mi;m	910
3824	镰	lc	v	lcv	lc;v	128
3825	寐	mp	n	mpn	mp;n	43
3826	褚	vj	c	vjc	vj;c	301
3827	攥	zh	o	zho	zh;o	332
3828	涧	jc	f	jcf	jc;f	102
3829	蝙	bc	l	bcl	bc;l	234
3830	脐	qn	g	qng	qn;g	79
3831	辕	yh	u	yhu	yh;u	18
3832	涣	hh	v	hhv	hh;v	50
3833	杞	qn	f	qnf	qn;f	51
3834	煜	yj	m	yjm	yj;m	76
3835	骥	jn	u	jnu	jn;u	40
3836	傣	dx	q	dxq	dx;q	39
3837	嗳	an	w	anw	an;w	35
3838	祯	iz	f	izf	iz;f	56
3839	酉	yt	x	ytx	yt;x	183
3840	秸	jv	y	jvy	jv;y	10
3841	捺	ny	v	nyv	ny;v	197
3842	瑕	xw	r	xwr	xw;r	156
3843	鑫	xm	z	xmz	xm;z	251
3844	馋	vo	m	vom	vo;m	951
3845	窿	lq	f	lqf	lq;f	2
3846	楔	xv	j	xvj	xv;j	47
3847	胱	gg	o	ggo	gg;o	2
3848	荔	ln	l	lnl	ln;l	60
3849	蟆	my	v	myv	my;v	14
3850	湍	th	y	thy	th;y	37
3851	屹	yn	c	ync	yn;c	9
3852	遐	xw	l	xwl	xw;l	25
3853	轲	ke	p	kep	ke;p	21
3854	镯	iu	g	iug	iu;g	24
3855	缰	jg	v	jgv	jg;v	40
3856	桦	hw	y	hwy	hw;y	15
3857	炖	dd	q	ddq	dd;q	1211
3858	钡	bp	j	bpj	bp;j	149
3859	羚	ll	n	lln	ll;n	19
3860	啬	se	a	sea	se;a	17
3861	诩	xj	i	xji	xj;i	62
3862	绯	fp	n	fpn	fp;n	182
3863	掖	ye	o	yeo	ye;o	134
3864	箓	lj	b	ljb	lj;b	11
3865	涸	he	n	hen	he;n	41
3866	鸳	yh	t	yht	yh;t	24
3867	塾	uj	h	ujh	uj;h	265
3868	呸	pp	v	ppv	pp;v	1121
3869	抡	ld	i	ldi	ld;i	874
3870	擞	st	j	stj	st;j	4
3871	熹	xn	f	xnf	xn;f	26
3872	坷	ke	k	kek	ke;k	5
3873	瓮	wi	f	wif	wi;f	102
3874	亘	gz	x	gzx	gz;x	25
3875	嗟	jv	o	jvo	jv;o	126
3876	筵	yo	a	yoa	yo;a	50
3877	跛	bu	t	but	bu;t	67
3878	汕	uo	a	uoa	uo;a	7
3879	欤	yj	r	yjr	yj;r	113
3880	壑	he	y	hey	he;y	20
3881	颍	yl	p	ylp	yl;p	56
3882	溥	pj	o	pjo	pj;o	26
3883	姗	uo	j	uoj	uo;j	6
3884	踊	yq	c	yqc	yq;c	51
3885	枭	xr	y	xry	xr;y	264
3886	暄	xh	l	xhl	xh;l	27
3887	稷	jn	t	jnt	jn;t	116
3888	跚	uo	e	uoe	uo;e	3
3889	涟	lc	z	lcz	lc;z	76
3890	瀛	yl	x	ylx	yl;x	107
3891	笙	ui	n	uin	ui;n	275
3892	滕	ti	f	tif	ti;f	152
3893	踝	hl	a	hla	hl;a	131
3894	贰	ah	a	aha	ah;a	458
3895	瞰	ko	z	koz	ko;z	12
3896	恻	ce	q	ceq	ce;q	8
3897	嚏	tn	s	tns	tn;s	13
3898	迢	tr	a	tra	tr;a	2
3899	獗	jf	l	jfl	jf;l	1
3900	邯	ho	i	hoi	ho;i	755
3901	睑	jc	m	jcm	jc;m	16
3902	赡	uo	p	uop	uo;p	46
3903	萦	yl	o	ylo	yl;o	22
3904	珥	ah	p	ahp	ah;p	29
3905	酮	tq	l	tql	tq;l	489
3906	璞	pj	a	pja	pj;a	194
3907	羹	gi	b	gib	gi;b	441
3908	缄	jc	n	jcn	jc;n	34
3909	晾	lg	r	lgr	lg;r	451
3910	俸	fi	o	fio	fi;o	94
3911	媲	pn	b	pnb	pn;b	10
3912	鸾	lh	j	lhj	lh;j	77
3913	恿	yq	n	yqn	yq;n	2
3914	蜿	wo	k	wok	wo;k	7
3915	犊	dj	x	djx	dj;x	52
3916	讷	ne	o	neo	ne;o	29
3917	扈	hj	t	hjt	hj;t	22
3918	蜈	wj	a	wja	wj;a	1
3919	翟	ix	r	ixr	ix;r	173
3920	藕	oj	r	ojr	oj;r	691
3921	戌	xj	b	xjb	xj;b	156
3922	蓓	bp	q	bpq	bp;q	25
3923	鋆	yd	z	ydz	yd;z	2
3924	谩	mo	s	mos	mo;s	43
3925	谀	yj	f	yjf	yj;f	13
3926	卯	ma	v	mav	ma;v	302
3927	谙	ar	z	arz	ar;z	18
3928	岐	qn	b	qnb	qn;b	63
3929	蝎	xv	k	xvk	xv;k	153
3930	荼	tj	o	tjo	tj;o	239
3931	镀	dj	p	djp	dj;p	232
3932	椰	ye	a	yea	ye;a	41
3933	甄	iz	u	izu	iz;u	264
3934	蟾	vo	s	vos	vo;s	36
3935	蹊	qn	h	qnh	qn;h	9
3935	蹊	xn	h	xnh	xn;h	9
3936	泞	nl	x	nlx	nl;x	8
3937	撸	lj	z	ljz	lj;z	3114
3938	螃	ps	x	psx	ps;x	7
3939	檬	mi	l	mil	mi;l	21
3941	蔷	qg	e	qge	qg;e	119
3942	羲	xn	u	xnu	xn;u	39
3943	瘸	qf	a	qfa	qf;a	124
3944	蘸	io	p	iop	io;p	1032
3945	蔗	ie	c	iec	ie;c	31
3946	傀	kk	n	kkn	kk;n	16
3947	蚌	bs	u	bsu	bs;u	161
3948	锢	gj	y	gjy	gj;y	15
3949	遽	jj	z	jjz	jj;z	107
3950	邃	sk	s	sks	sk;s	4
3951	恚	hk	v	hkv	hk;v	36
3952	皑	an	c	anc	an;c	1
3953	锵	qg	k	qgk	qg;k	29
3954	簌	sj	s	sjs	sj;s	4
3955	焙	bp	n	bpn	bp;n	107
3956	昊	ha	l	hal	ha;l	79
3957	鹳	gh	r	ghr	gh;r	24
3958	睽	kk	t	kkt	kk;t	10
3959	刽	gk	e	gke	gk;e	11
3960	鳖	bv	q	bvq	bv;q	478
3961	噎	ye	q	yeq	ye;q	201
3962	呗	bp	t	bpt	bp;t	10966
3963	寰	hh	s	hhs	hh;s	163
3964	唷	yu	r	yur	yu;r	156
3965	殡	bm	a	bma	bm;a	16
3966	淖	na	e	nae	na;e	72
3967	诰	ga	b	gab	ga;b	150
3968	恣	zn	c	znc	zn;c	58
3969	睐	lx	v	lxv	lx;v	13
3970	婵	vo	l	vol	vo;l	53
3971	榈	lk	a	lka	lk;a	6
3972	氦	hx	s	hxs	hx;s	1502
3973	靳	jm	j	jmj	jm;j	182
3974	蛹	yq	j	yqj	yq;j	202
3975	鸯	ys	b	ysb	ys;b	10
3976	惬	qv	o	qvo	qv;o	16
3977	蹙	cj	z	cjz	cj;z	167
3978	诙	hk	m	hkm	hk;m	5
3979	眈	do	m	dom	do;m	3
3980	罡	gs	q	gsq	gs;q	29
3981	缮	uo	k	uok	uo;k	26
3982	胤	ym	n	ymn	ym;n	207
3983	皋	ga	v	gav	ga;v	83
3984	蛀	ij	f	ijf	ij;f	94
3985	偌	ru	f	ruf	ru;f	12
3986	疵	cn	l	cnl	cn;l	39
3987	绛	jg	w	jgw	jg;w	158
3988	葆	ba	y	bay	ba;y	85
3989	黔	qc	y	qcy	qc;y	164
3990	喙	hk	j	hkj	hk;j	275
3991	烽	fi	a	fia	fi;a	21
3992	儡	lp	m	lpm	lp;m	1
3993	佼	jr	e	jre	jr;e	10
3994	斓	lo	k	lok	lo;k	6
3995	嫔	pm	y	pmy	pm;y	62
3996	颚	ee	k	eek	ee;k	112
3997	龈	ym	u	ymu	ym;u	114
3998	盅	iq	a	iqa	iq;a	123
3999	娓	wp	h	wph	wp;h	4
4000	坂	bo	x	box	bo;x	120
4001	町	dl	e	dle	dl;e	537
4002	芥	jv	a	jva	jv;a	139
4003	瘠	jn	x	jnx	jn;x	2
4004	阂	he	x	hex	he;x	2
4005	挎	kw	q	kwq	kw;q	93
4006	橇	qr	g	qrg	qr;g	11
4007	荟	hk	r	hkr	hk;r	33
4008	啜	vu	f	vuf	vu;f	129
4009	垛	du	j	duj	du;j	40
4010	淇	qn	u	qnu	qn;u	244
4011	瓒	zo	e	zoe	zo;e	37
4012	篓	lt	o	lto	lt;o	40
4013	虱	un	a	una	un;a	86
4014	跻	jn	y	jny	jn;y	19
4015	龛	ko	w	kow	ko;w	38
4016	蹒	po	m	pom	po;m	1
4017	髯	ro	e	roe	ro;e	56
4018	瞠	vi	q	viq	vi;q	3
4019	痫	xc	a	xca	xc;a	2
4020	掂	dc	s	dcs	dc;s	108
4021	潼	tq	s	tqs	tq;s	13
4022	酰	xc	j	xcj	xc;j	186
4023	镁	mp	t	mpt	mp;t	839
4024	灸	jb	r	jbr	jb;r	302
4025	腆	tc	k	tck	tc;k	17
4026	筱	xr	p	xrp	xr;p	191
4027	谆	id	y	idy	id;y	2
4028	骋	vi	t	vit	vi;t	34
4029	壬	rz	a	rza	rz;a	325
4030	茗	ml	o	mlo	ml;o	549
4031	椋	lg	l	lgl	lg;l	29
4032	蛔	hk	f	hkf	hk;f	9
4033	潺	vo	c	voc	vo;c	4
4034	扉	fp	t	fpt	fp;t	29
4035	耘	yd	v	ydv	yd;v	14
4036	槟	bl	r	blr	bl;r	3
4037	雹	ba	x	bax	ba;x	15
4038	甬	yq	a	yqa	yq;a	28
4039	谥	un	j	unj	un;j	349
4040	淞	sq	e	sqe	sq;e	35
4041	燎	lr	l	lrl	lr;l	74
4042	蕙	hk	q	hkq	hk;q	69
4043	蚪	dt	o	dto	dt;o	3
4044	蜻	ql	c	qlc	ql;c	14
4045	郸	do	p	dop	do;p	1
4046	轶	yn	g	yng	yn;g	76
4047	狰	ii	a	iia	ii;a	16
4048	楣	mp	r	mpr	mp;r	14
4049	捋	lk	e	lke	lk;e	908
4050	涓	jh	y	jhy	jh;y	297
4051	荪	sd	x	sdx	sd;x	10
4052	娄	lt	a	lta	lt;a	114
4053	麝	ue	n	uen	ue;n	46
4054	蚤	za	l	zal	za;l	54
4055	薰	xd	s	xds	xd;s	77
4056	醮	jr	q	jrq	jr;q	25
4057	搪	ts	v	tsv	ts;v	11
4058	谧	mn	s	mns	mn;s	12
4059	湮	yo	t	yot	yo;t	31
4060	辍	vu	b	vub	vu;b	39
4061	瞌	ke	x	kex	ke;x	5
4062	梆	bs	r	bsr	bs;r	23
4063	樟	is	m	ism	is;m	26
4064	茉	mu	b	mub	mu;b	79
4066	臼	jb	l	jbl	jb;l	75
4067	癣	xh	v	xhv	xh;v	187
4068	穑	se	f	sef	se;f	5
4069	玷	dc	f	dcf	dc;f	11
4070	馍	mu	g	mug	mu;g	340
4071	呷	xw	m	xwm	xw;m	53
4072	萼	ee	x	eex	ee;x	8
4073	妩	wj	k	wjk	wj;k	5
4074	伫	ij	l	ijl	ij;l	24
4075	彤	tq	x	tqx	tq;x	89
4076	莓	mp	f	mpf	mp;f	113
4077	岬	jw	n	jwn	jw;n	50
4078	媛	yh	x	yhx	yh;x	79
4079	惆	vt	v	vtv	vt;v	8
4080	鳎	ty	s	tys	ty;s	14
4081	啾	jb	s	jbs	jb;s	270
4082	囔	ns	x	nsx	ns;x	1
4083	蜓	tl	r	tlr	tl;r	7
4084	孺	rj	a	rja	rj;a	23
4085	徇	xd	c	xdc	xd;c	55
4086	徵	in	x	inx	in;x	112
4087	焊	ho	t	hot	ho;t	418
4088	岱	dx	n	dxn	dx;n	174
4089	昵	nn	l	nnl	nn;l	38
4090	卅	sy	f	syf	sy;f	34
4091	飙	br	x	brx	br;x	502
4092	邙	ms	j	msj	ms;j	22
4093	痞	pn	u	pnu	pn;u	54
4094	隼	sd	y	sdy	sd;y	516
4095	恫	dq	k	dqk	dq;k	7
4096	怆	vg	a	vga	vg;a	12
4097	桀	jv	i	jvi	jv;i	108
4098	绶	ut	v	utv	ut;v	84
4099	裆	ds	y	dsy	ds;y	303
4100	盂	yj	l	yjl	yj;l	51
4101	桧	gk	n	gkn	gk;n	23
4102	蚓	ym	t	ymt	ym;t	72
4103	抠	kt	x	ktx	kt;x	2309
4104	嗷	au	l	aul	au;l	1515
4105	槌	vk	j	vkj	vk;j	115
4106	痘	dt	j	dtj	dt;j	376
4107	痢	ln	s	lns	ln;s	28
4108	芮	rk	w	rkw	rk;w	87
4109	蚣	gq	c	gqc	gq;c	4
4110	闩	uh	y	uhy	uh;y	22
4111	铿	ki	f	kif	ki;f	28
4112	飓	jj	r	jjr	jj;r	4
4113	疱	pa	m	pam	pa;m	9
4114	蝌	ke	y	key	ke;y	3
4115	撅	jf	c	jfc	jf;c	352
4116	蚯	qb	y	qby	qb;y	1
4117	斡	wu	o	wuo	wu;o	98
4118	窠	ke	i	kei	ke;i	30
4119	荚	jw	f	jwf	jw;f	71
4120	耷	dy	v	dyv	dy;v	8
4121	砚	yo	j	yoj	yo;j	93
4122	牒	dv	p	dvp	dv;p	30
4123	赈	iz	t	izt	iz;t	61
4124	煦	xj	m	xjm	xj;m	24
4125	嗫	nv	o	nvo	nv;o	5
4126	耙	by	e	bye	by;e	115
4126	耙	py	e	pye	py;e	65
4127	榕	rq	g	rqg	rq;g	43
4128	鞑	dy	s	dys	dy;s	98
4129	袤	ma	w	maw	ma;w	14
4130	谌	uz	b	uzb	uz;b	20
4130	谌	vz	b	vzb	vz;b	20
4131	醺	xd	n	xdn	xd;n	14
4132	秆	go	m	gom	go;m	23
4133	徨	hg	v	hgv	hg;v	8
4134	橹	lj	m	ljm	lj;m	71
4135	翡	fp	r	fpr	fp;r	6
4136	缨	yl	i	yli	yl;i	31
4137	锹	qr	f	qrf	qr;f	57
4138	嵇	jn	o	jno	jn;o	27
4139	圪	ge	k	gek	ge;k	5
4140	髻	jn	i	jni	jn;i	72
4141	嗬	he	i	hei	he;i	169
4142	辎	zn	m	znm	zn;m	6
4143	痣	in	y	iny	in;y	274
4144	娩	mc	e	mce	mc;e	2
4145	谄	vo	p	vop	vo;p	13
4147	鹞	ya	k	yak	ya;k	15
4148	翱	au	c	auc	au;c	18
4149	庖	pa	v	pav	pa;v	20
4150	籁	lx	w	lxw	lx;w	4
4151	蓿	xj	v	xjv	xj;v	11
4152	鳗	mo	m	mom	mo;m	64
4153	疟	nf	y	nfy	nf;y	33
4154	鲇	nc	e	nce	nc;e	29
4156	嚅	rj	k	rjk	rj;k	1
4157	瘀	yj	g	yjg	yj;g	187
4158	颔	ho	u	hou	ho;u	44
4159	黜	vj	n	vjn	vj;n	85
4160	黠	xw	s	xws	xw;s	4
4161	濑	lx	r	lxr	lx;r	58
4162	馁	np	r	npr	np;r	15
4163	洵	xd	u	xdu	xd;u	52
4164	忐	to	i	toi	to;i	12
4165	忑	te	o	teo	te;o	2
4166	砥	dn	y	dny	dn;y	21
4167	咂	zy	f	zyf	zy;f	130
4168	罹	ln	w	lnw	ln;w	34
4169	糠	ks	y	ksy	ks;y	126
4170	匝	zy	c	zyc	zy;c	64
4171	偃	yo	e	yoe	yo;e	105
4172	淙	cq	m	cqm	cq;m	5
4173	纫	rz	e	rze	rz;e	8
4174	喏	nu	b	nub	nu;b	443
4175	闾	lk	n	lkn	lk;n	59
4176	祛	qj	o	qjo	qj;o	143
4177	蛰	ie	n	ien	ie;n	99
4178	腼	mc	q	mcq	mc;q	1
4179	涝	la	v	lav	la;v	84
4180	曜	ya	y	yay	ya;y	270
4181	厩	jb	c	jbc	jb;c	36
4182	疽	jj	f	jjf	jj;f	9
4183	闰	rd	y	rdy	rd;y	774
4184	洄	hk	g	hkg	hk;g	14
4185	煊	xh	s	xhs	xh;s	17
4186	汐	xn	t	xnt	xn;t	111
4187	藓	xc	k	xck	xc;k	950
4188	璜	hg	w	hgw	hg;w	23
4189	铬	ge	a	gea	ge;a	437
4189	铬	lu	a	lua	lu;a	437
4191	渥	wu	c	wuc	wu;c	81
4192	靼	dy	z	dyz	dy;z	5
4193	酗	xj	w	xjw	xj;w	10
4194	苓	ll	f	llf	ll;f	28
4195	噤	jm	k	jmk	jm;k	14
4196	咫	in	o	ino	in;o	4
4197	椿	vd	o	vdo	vd;o	339
4198	鲫	jn	a	jna	jn;a	70
4199	锭	dl	k	dlk	dl;k	99
4200	罔	ws	r	wsr	ws;r	162
4201	锺	iq	j	iqj	iq;j	103
4202	匍	pj	k	pjk	pj;k	6
4203	祗	in	i	ini	in;i	96
4204	锰	mi	g	mig	mi;g	587
4205	岌	jn	p	jnp	jn;p	4
4207	畹	wo	n	won	wo;n	36
4208	糯	nu	m	num	nu;m	454
4209	胫	jl	j	jlj	jl;j	68
4210	熠	yn	m	ynm	yn;m	18
4211	銮	lh	i	lhi	lh;i	25
4212	沅	yh	o	yho	yh;o	77
4213	棣	dn	o	dno	dn;o	109
4214	旌	jl	k	jlk	jl;k	63
4215	豌	wo	i	woi	wo;i	43
4216	孢	ba	i	bai	ba;i	12
4217	镭	lp	z	lpz	lp;z	302
4218	驸	fj	b	fjb	fj;b	10
4219	腌	yo	p	yop	yo;p	692
4220	盹	dd	u	ddu	dd;u	28
4221	熵	us	o	uso	us;o	2697
4222	镐	ga	m	gam	ga;m	169
4223	馐	xb	x	xbx	xb;x	1
4224	嘤	yl	a	yla	yl;a	253
4225	癞	lx	f	lxf	lx;f	17
4226	骰	tt	y	tty	tt;y	111
4227	韭	jb	n	jbn	jb;n	211
4228	阖	he	t	het	he;t	194
4229	瞑	ml	j	mlj	ml;j	21
4230	裨	bn	p	bnp	bn;p	11
4230	裨	pn	p	pnp	pn;p	11
4231	宕	ds	a	dsa	ds;a	78
4232	戾	ln	c	lnc	ln;c	124
4233	镌	jh	e	jhe	jh;e	33
4234	溟	ml	e	mle	ml;e	39
4235	牍	dj	n	djn	dj;n	21
4236	隽	jh	q	jhq	jh;q	52
4237	婊	br	i	bri	br;i	734
4238	鹄	hj	u	hju	hj;u	29
4239	埂	gi	v	giv	gi;v	28
4240	拄	ij	g	ijg	ij;g	54
4241	娲	wy	m	wym	wy;m	29
4242	虬	qb	e	qbe	qb;e	33
4243	萱	xh	c	xhc	xh;c	113
4244	啵	bu	r	bur	bu;r	242
4245	蠡	ln	m	lnm	ln;m	8
4246	芋	yj	s	yjs	yj;s	69
4247	胭	yo	k	yok	yo;k	6
4248	豺	vx	b	vxb	vx;b	45
4249	啻	vn	y	vny	vn;y	6
4250	褛	lk	t	lkt	lk;t	2
4251	蛆	qj	a	qja	qj;a	440
4252	柠	nl	j	nlj	nl;j	26
4253	掰	bx	v	bxv	bx;v	1262
4254	篆	ih	x	ihx	ih;x	267
4255	倌	gh	w	ghw	gh;w	53
4256	咛	nl	a	nla	nl;a	4
4257	蛭	in	j	inj	in;j	13
4258	谡	sj	c	sjc	sj;c	31
4259	荨	qc	p	qcp	qc;p	13
4259	荨	xd	p	xdp	xd;p	13
4260	莞	wo	y	woy	wo;y	38
4261	澹	do	k	dok	do;k	76
4262	纭	yd	w	ydw	yd;w	2
4263	潞	lj	w	ljw	lj;w	58
4264	郅	in	p	inp	in;p	37
4265	弋	yn	f	ynf	yn;f	76
4266	飕	st	p	stp	st;p	8
4267	螳	ts	w	tsw	ts;w	22
4268	胄	it	s	its	it;s	37
4269	蟑	is	g	isg	is;g	88
4270	猥	wp	t	wpt	wp;t	29
4271	宓	fj	w	fjw	fj;w	14
4271	宓	mn	w	mnw	mn;w	14
4272	昙	to	t	tot	to;t	96
4273	锏	jc	b	jcb	jc;b	22
4274	蟠	po	w	pow	po;w	18
4276	柑	go	v	gov	go;v	157
4277	烯	xn	y	xny	xn;y	63
4278	匐	fj	m	fjm	fj;m	8
4279	濮	pj	x	pjx	pj;x	120
4280	蟮	uo	y	uoy	uo;y	2
4281	祐	yt	i	yti	yt;i	394
4282	仄	ze	a	zea	ze;a	115
4283	偈	jn	j	jnj	jn;j	59
4284	蜃	uz	g	uzg	uz;g	40
4285	箴	iz	x	izx	iz;x	199
4286	粼	lm	r	lmr	lm;r	8
4287	嗥	ha	m	ham	ha;m	11
4288	褴	lo	y	loy	lo;y	9
4289	蕨	jf	w	jfw	jf;w	59
